"年度","縣市","家庭收支-平均戶內人口數","家庭收支-平均每戶就業人數","家庭收支-平均每戶全年經常性支出","家庭收支-平均每戶全年經常性收入","家庭收支-平均每戶可支配所得","家庭收支-平均每戶消費支出","家庭收支-平均每戶儲蓄額","家庭收支-平均消費傾向","家庭收支-平均儲蓄傾向","家庭現代化設備(每百戶擁有數)-有線電視頻道設備","家庭現代化設備(每百戶擁有數)-行動電話","家庭現代化設備(每百戶擁有數)-冷暖氣機","家庭現代化設備(每百戶擁有數)-汽車","家庭現代化設備(每百戶擁有數)-家用電腦","家庭現代化設備(每百戶擁有數)-彩色電視機","家庭現代化設備(每百戶擁有數)-報紙","家庭現代化設備(每百戶擁有數)-電話機","家庭現代化設備(每百戶擁有數)-機車","家庭收支-自有住宅比率","每戶可支配所得中位數","平均每人每年可支配所得","平均每人居住面積","平均每戶書報雜誌文具支出占消費支出比率","飲食費(含家外食物)占消費支出比率","飲食費(不含家外食物)占消費支出比率"
2006, 總計,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2006, 臺灣地區,3.410000,1.520000,899671.000000,1151338.000000,913092.000000,713024.000000,200068.000000,78.090000,21.910000,79.920000,209.560000,194.200000,70.440000,83.850000,152.290000,29.460000,117.470000,139.520000,87.830000,796091.000000,267769.000000,12.560000,0.590000,23.130000,15.200000
2006, 新北市,3.280000,1.520000,943346.000000,1192907.000000,930130.000000,747871.000000,182259.000000,80.400000,19.600000,88.240000,219.890000,210.770000,53.270000,92.860000,145.940000,27.890000,126.220000,125.140000,88.430000,824843.000000,283576.000000,9.720000,0.620000,22.440000,13.960000
2006, 臺北市,3.340000,1.400000,1209167.000000,1627979.000000,1262406.000000,945344.000000,317062.000000,74.880000,25.120000,87.220000,240.040000,226.480000,55.030000,109.440000,154.050000,37.360000,139.420000,88.850000,81.020000,1110055.000000,377966.000000,9.210000,0.670000,21.440000,14.790000
2006, 桃園市,3.700000,1.630000,929282.000000,1212894.000000,981273.000000,731111.000000,250162.000000,74.510000,25.490000,82.360000,227.530000,195.710000,87.920000,95.620000,161.160000,22.580000,112.420000,138.380000,90.290000,899588.000000,265209.000000,13.350000,0.510000,22.580000,15.030000
2006, 臺中市,3.580000,1.580000,899030.000000,1096431.000000,881886.000000,732742.000000,149144.000000,83.090000,16.910000,81.160000,221.780000,183.940000,87.980000,89.620000,161.680000,35.240000,115.350000,155.580000,86.070000,799667.000000,246337.000000,13.750000,0.630000,24.340000,14.490000
2006, 臺南市,3.400000,1.570000,800795.000000,981180.000000,791254.000000,641717.000000,149537.000000,81.100000,18.900000,70.000000,193.860000,182.380000,74.120000,74.470000,148.120000,32.110000,109.240000,160.790000,87.670000,715589.000000,232722.000000,13.580000,0.540000,25.830000,17.080000
2006, 高雄市,3.270000,1.450000,825660.000000,1073295.000000,848785.000000,644233.000000,204552.000000,75.900000,24.100000,88.080000,198.030000,201.470000,64.520000,76.390000,151.660000,26.320000,111.410000,170.200000,86.130000,730913.000000,259567.000000,13.940000,0.530000,24.430000,16.090000
2006, 宜蘭縣,3.370000,1.370000,808988.000000,959199.000000,767861.000000,645262.000000,122600.000000,84.030000,15.970000,69.010000,195.050000,185.290000,73.980000,64.070000,163.000000,23.430000,112.680000,141.740000,93.200000,676642.000000,227852.000000,13.890000,0.460000,20.000000,13.960000
2006, 新竹縣,3.920000,1.800000,938184.000000,1206051.000000,957811.000000,731722.000000,226090.000000,76.400000,23.600000,84.240000,228.790000,181.340000,111.530000,97.350000,161.020000,23.200000,114.680000,151.020000,95.130000,859774.000000,244340.000000,14.080000,0.450000,22.390000,14.480000
2006, 苗栗縣,3.490000,1.580000,834168.000000,1070970.000000,849510.000000,652827.000000,196683.000000,76.850000,23.150000,77.990000,204.810000,170.850000,92.090000,75.310000,170.350000,36.290000,119.310000,140.590000,91.610000,737293.000000,243413.000000,15.640000,0.570000,17.020000,11.480000
2006, 彰化縣,3.800000,1.850000,786345.000000,994230.000000,815377.000000,640150.000000,175227.000000,78.510000,21.490000,69.230000,210.740000,195.770000,92.780000,74.020000,154.320000,30.150000,117.950000,170.970000,91.110000,705530.000000,214573.000000,14.040000,0.460000,26.240000,18.120000
2006, 南投縣,3.530000,1.550000,772713.000000,996313.000000,815573.000000,623333.000000,192240.000000,76.430000,23.570000,68.930000,192.380000,128.590000,83.470000,65.400000,152.500000,28.660000,107.040000,135.690000,91.560000,637029.000000,231041.000000,15.340000,0.610000,24.860000,17.480000
2006, 雲林縣,3.330000,1.610000,710707.000000,931044.000000,764109.000000,568457.000000,195652.000000,74.390000,25.610000,61.800000,171.720000,164.520000,72.240000,53.950000,139.080000,30.460000,104.750000,143.580000,95.560000,688199.000000,229462.000000,15.010000,0.600000,21.980000,15.980000
2006, 嘉義縣,3.320000,1.460000,684089.000000,835253.000000,697288.000000,571053.000000,126234.000000,81.900000,18.100000,51.680000,159.880000,133.760000,65.140000,49.540000,132.330000,18.160000,105.470000,131.810000,94.630000,572650.000000,210027.000000,12.600000,0.450000,27.010000,19.920000
2006, 屏東縣,3.360000,1.530000,725935.000000,941736.000000,747713.000000,573991.000000,173722.000000,76.770000,23.230000,60.880000,175.270000,184.070000,65.050000,54.290000,138.380000,27.630000,100.120000,171.600000,91.680000,663760.000000,222534.000000,14.590000,0.750000,24.520000,16.140000
2006, 臺東縣,2.910000,1.190000,573887.000000,784082.000000,624932.000000,445629.000000,179303.000000,71.310000,28.690000,56.570000,135.660000,114.860000,47.350000,40.990000,125.010000,17.670000,101.060000,124.370000,83.370000,512855.000000,214753.000000,13.130000,0.560000,23.220000,16.500000
2006, 花蓮縣,2.830000,1.180000,655119.000000,884560.000000,726258.000000,518689.000000,207569.000000,71.420000,28.580000,65.270000,162.950000,152.170000,65.940000,60.060000,152.280000,32.230000,96.990000,120.090000,86.470000,523825.000000,256628.000000,14.840000,0.550000,21.820000,14.770000
2006, 澎湖縣,2.950000,1.000000,666365.000000,892181.000000,705881.000000,518374.000000,187508.000000,73.440000,26.560000,85.960000,146.580000,160.090000,42.650000,58.000000,160.140000,26.820000,116.200000,126.590000,88.380000,581260.000000,239282.000000,12.970000,0.500000,23.210000,17.800000
2006, 基隆市,3.220000,1.310000,836368.000000,991806.000000,782453.000000,670004.000000,112450.000000,85.630000,14.370000,85.360000,194.880000,165.620000,46.400000,67.890000,151.280000,13.080000,102.550000,83.400000,88.320000,682051.000000,242998.000000,9.980000,0.580000,24.950000,15.890000
2006, 新竹市,3.510000,1.580000,1278669.000000,1562736.000000,1171277.000000,971643.000000,199634.000000,82.960000,17.040000,84.410000,246.330000,262.890000,103.100000,119.690000,182.950000,35.370000,134.550000,159.220000,87.720000,975598.000000,333697.000000,13.820000,0.650000,18.870000,11.560000
2006, 嘉義市,3.260000,1.240000,762137.000000,1003004.000000,800693.000000,595967.000000,204726.000000,74.430000,25.570000,86.140000,172.300000,184.740000,75.180000,70.930000,134.940000,34.900000,104.810000,147.120000,85.080000,670724.000000,245611.000000,15.050000,0.600000,23.330000,17.260000
2006, 金門縣,3.550000,1.230000,634681.000000,941968.000000,744673.000000,492748.000000,251925.000000,66.170000,33.830000,71.160000,181.500000,209.340000,64.470000,73.010000,165.880000,33.690000,127.430000,113.010000,92.850000,609380.000000,209767.000000,17.980000,0.550000,20.810000,15.090000
2006, 連江縣,3.400000,1.550000,882974.000000,1335612.000000,1056616.000000,644917.000000,411699.000000,61.040000,38.960000,82.000000,199.790000,183.290000,40.890000,72.330000,180.920000,28.210000,117.030000,74.800000,84.950000,1028105.000000,310769.000000,12.050000,0.460000,18.100000,13.310000
2007, 總計,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2007, 臺灣地區,3.380000,1.500000,900894.000000,1162366.000000,923874.000000,716094.000000,207780.000000,77.510000,22.490000,80.030000,214.010000,196.220000,69.990000,86.860000,152.390000,27.920000,113.180000,142.620000,88.140000,799571.000000,273336.000000,12.820000,0.540000,23.830000,15.580000
2007, 新北市,3.480000,1.560000,937629.000000,1161741.000000,912968.000000,751125.000000,161843.000000,82.270000,17.730000,90.090000,240.690000,210.060000,54.720000,96.050000,149.930000,26.300000,118.730000,140.300000,85.560000,822478.000000,262347.000000,9.240000,0.590000,24.190000,15.300000
2007, 臺北市,3.310000,1.420000,1226043.000000,1652624.000000,1287803.000000,963713.000000,324090.000000,74.830000,25.170000,86.240000,240.120000,228.390000,55.500000,116.790000,151.630000,35.180000,133.630000,95.220000,82.580000,1132792.000000,389064.000000,9.210000,0.590000,22.340000,15.110000
2007, 桃園市,3.550000,1.570000,953272.000000,1247554.000000,1003789.000000,746550.000000,257240.000000,74.370000,25.630000,82.200000,230.920000,205.170000,88.660000,96.400000,150.670000,24.990000,106.410000,137.260000,90.350000,897000.000000,282757.000000,13.380000,0.480000,23.190000,15.260000
2007, 臺中市,3.560000,1.540000,920522.000000,1159515.000000,930676.000000,745960.000000,184716.000000,80.150000,19.850000,77.660000,223.460000,185.240000,88.900000,90.680000,157.820000,33.890000,112.450000,156.800000,86.490000,821041.000000,261426.000000,14.610000,0.590000,24.990000,14.780000
2007, 臺南市,3.330000,1.600000,806970.000000,1011389.000000,815882.000000,650153.000000,165729.000000,79.690000,20.310000,73.420000,198.180000,190.760000,72.270000,80.130000,156.180000,29.780000,109.080000,166.610000,89.750000,721228.000000,245010.000000,14.470000,0.480000,25.570000,16.420000
2007, 高雄市,3.220000,1.460000,826500.000000,1128324.000000,900028.000000,644730.000000,255298.000000,71.630000,28.370000,85.360000,206.110000,205.010000,65.870000,79.480000,152.900000,23.430000,106.830000,174.200000,89.010000,771205.000000,279512.000000,13.990000,0.500000,24.970000,16.490000
2007, 宜蘭縣,3.310000,1.300000,827815.000000,943120.000000,750870.000000,669589.000000,81281.000000,89.180000,10.820000,67.700000,199.560000,188.910000,67.710000,69.940000,165.420000,20.330000,106.520000,142.760000,93.130000,651499.000000,226849.000000,13.910000,0.340000,20.200000,13.250000
2007, 新竹縣,3.750000,1.660000,912095.000000,1156761.000000,910180.000000,724042.000000,186138.000000,79.550000,20.450000,82.190000,219.400000,191.510000,103.090000,90.840000,158.190000,21.740000,109.420000,129.970000,95.180000,797538.000000,242715.000000,14.420000,0.520000,22.730000,14.760000
2007, 苗栗縣,3.520000,1.500000,811168.000000,1041686.000000,826541.000000,637262.000000,189278.000000,77.100000,22.900000,84.150000,209.260000,184.790000,94.310000,85.290000,162.010000,32.540000,114.090000,135.350000,92.610000,707648.000000,234813.000000,15.590000,0.530000,16.940000,11.280000
2007, 彰化縣,3.640000,1.640000,773061.000000,954549.000000,776371.000000,627431.000000,148939.000000,80.820000,19.180000,65.830000,194.090000,186.930000,87.310000,73.130000,156.160000,28.910000,113.620000,154.860000,93.120000,664967.000000,213289.000000,15.680000,0.470000,26.610000,18.860000
2007, 南投縣,3.570000,1.650000,730885.000000,905311.000000,722209.000000,592259.000000,129951.000000,82.010000,17.990000,66.680000,199.620000,108.840000,86.810000,63.200000,154.460000,25.610000,106.620000,138.100000,91.110000,637072.000000,202299.000000,15.490000,0.460000,25.270000,18.240000
2007, 雲林縣,3.020000,1.480000,632000.000000,822293.000000,663716.000000,501511.000000,162205.000000,75.560000,24.440000,59.310000,147.950000,152.230000,64.020000,53.200000,135.260000,19.270000,101.920000,129.360000,94.960000,529352.000000,219774.000000,15.000000,0.480000,21.960000,15.840000
2007, 嘉義縣,3.120000,1.360000,644534.000000,773505.000000,638887.000000,533186.000000,105701.000000,83.460000,16.540000,52.080000,145.850000,131.940000,57.050000,44.880000,132.290000,20.710000,101.690000,127.630000,93.730000,538443.000000,204771.000000,14.030000,0.450000,27.020000,20.370000
2007, 屏東縣,3.180000,1.430000,750363.000000,993956.000000,796114.000000,593006.000000,203108.000000,74.490000,25.510000,67.650000,181.370000,175.670000,66.140000,61.010000,140.210000,30.520000,97.960000,171.770000,90.500000,695836.000000,250350.000000,15.370000,0.610000,23.060000,14.740000
2007, 臺東縣,2.880000,1.220000,658344.000000,904928.000000,720459.000000,518103.000000,202357.000000,71.910000,28.090000,71.180000,160.090000,158.180000,63.820000,56.270000,153.090000,22.040000,105.140000,124.210000,87.590000,518925.000000,250159.000000,15.560000,0.470000,21.360000,15.330000
2007, 花蓮縣,2.930000,1.170000,720284.000000,907082.000000,724680.000000,566608.000000,158072.000000,78.190000,21.810000,72.700000,164.630000,160.680000,68.930000,63.770000,158.050000,28.330000,100.620000,131.750000,87.920000,569557.000000,247331.000000,15.890000,0.530000,22.330000,15.640000
2007, 澎湖縣,2.990000,0.980000,619947.000000,822922.000000,644462.000000,474657.000000,169805.000000,73.650000,26.350000,81.190000,155.500000,156.840000,39.040000,54.370000,147.120000,28.900000,114.200000,122.600000,83.460000,491131.000000,215539.000000,13.320000,0.450000,22.770000,18.140000
2007, 基隆市,3.230000,1.310000,800004.000000,1043712.000000,851508.000000,651949.000000,199559.000000,76.560000,23.440000,88.030000,202.210000,165.980000,37.310000,77.320000,143.760000,19.110000,107.110000,84.320000,88.750000,725099.000000,263625.000000,9.330000,0.600000,26.560000,16.600000
2007, 新竹市,3.480000,1.530000,1210559.000000,1627220.000000,1277464.000000,933566.000000,343897.000000,73.080000,26.920000,90.120000,233.150000,267.230000,90.970000,109.770000,184.060000,35.260000,125.700000,161.440000,86.780000,971385.000000,367087.000000,14.790000,0.670000,21.120000,13.130000
2007, 嘉義市,3.040000,1.290000,755368.000000,941958.000000,730039.000000,586020.000000,144019.000000,80.270000,19.730000,80.150000,180.420000,197.070000,73.620000,72.330000,139.250000,26.170000,101.000000,151.180000,80.490000,606101.000000,240144.000000,16.080000,0.460000,23.650000,16.660000
2007, 金門縣,3.660000,1.210000,680703.000000,1080476.000000,873889.000000,535124.000000,338765.000000,61.230000,38.770000,74.780000,188.530000,197.520000,72.670000,80.340000,169.110000,38.720000,121.580000,112.870000,93.210000,724527.000000,238767.000000,17.700000,0.440000,22.730000,14.640000
2007, 連江縣,3.460000,1.600000,870197.000000,1363171.000000,1106455.000000,651358.000000,455097.000000,58.870000,41.130000,95.900000,212.830000,193.250000,52.620000,80.050000,193.250000,23.950000,111.010000,66.910000,87.430000,1019633.000000,319785.000000,10.190000,0.410000,18.580000,12.140000
2008, 總計,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2008, 臺灣地區,3.350000,1.490000,891721.000000,1150912.000000,913687.000000,705413.000000,208274.000000,77.210000,22.790000,83.550000,221.220000,194.340000,68.890000,90.020000,154.230000,24.480000,110.480000,144.280000,87.360000,795643.000000,272742.000000,12.900000,0.500000,24.310000,15.580000
2008, 新北市,3.410000,1.580000,938428.000000,1221746.000000,972062.000000,751211.000000,220851.000000,77.280000,22.720000,93.180000,245.900000,209.950000,55.510000,100.210000,151.160000,19.670000,114.590000,139.420000,86.400000,883352.000000,285062.000000,9.430000,0.520000,24.140000,14.660000
2008, 臺北市,3.290000,1.400000,1228826.000000,1634790.000000,1271060.000000,961630.000000,309431.000000,75.660000,24.340000,94.940000,247.790000,229.760000,55.190000,121.210000,158.010000,30.990000,134.700000,94.840000,82.340000,1096807.000000,386340.000000,9.580000,0.550000,22.080000,14.800000
2008, 桃園市,3.530000,1.530000,970927.000000,1216980.000000,960037.000000,748242.000000,211794.000000,77.940000,22.060000,88.980000,239.190000,203.530000,86.840000,103.520000,153.150000,22.680000,104.480000,144.930000,91.520000,861488.000000,271965.000000,13.130000,0.440000,25.390000,16.170000
2008, 臺中市,3.520000,1.560000,881714.000000,1075462.000000,861977.000000,717059.000000,144918.000000,83.190000,16.810000,82.340000,229.000000,171.850000,84.820000,92.660000,159.220000,30.240000,104.320000,159.520000,84.730000,751882.000000,244880.000000,14.240000,0.510000,25.680000,15.230000
2008, 臺南市,3.320000,1.540000,805647.000000,1010188.000000,810038.000000,639569.000000,170469.000000,78.960000,21.040000,76.050000,204.470000,193.040000,74.840000,82.100000,151.860000,28.070000,105.820000,169.590000,87.840000,711858.000000,243987.000000,14.540000,0.440000,26.760000,17.280000
2008, 高雄市,3.290000,1.470000,828166.000000,1114774.000000,884720.000000,644122.000000,240598.000000,72.810000,27.190000,90.790000,217.630000,207.160000,65.610000,83.940000,158.330000,23.430000,107.250000,175.490000,86.740000,762403.000000,268912.000000,14.620000,0.470000,25.460000,16.640000
2008, 宜蘭縣,3.280000,1.310000,788437.000000,1037076.000000,847932.000000,630350.000000,217582.000000,74.340000,25.660000,69.740000,208.320000,179.270000,71.430000,71.430000,171.990000,19.770000,103.940000,145.820000,91.670000,719395.000000,258516.000000,14.350000,0.310000,22.290000,14.480000
2008, 新竹縣,3.740000,1.680000,1077571.000000,1349418.000000,1063948.000000,852056.000000,211892.000000,80.080000,19.920000,90.120000,252.010000,220.760000,105.930000,104.050000,181.490000,28.460000,116.380000,146.900000,94.020000,920024.000000,284478.000000,14.780000,0.590000,22.250000,13.320000
2008, 苗栗縣,3.440000,1.450000,752578.000000,965012.000000,754346.000000,586994.000000,167351.000000,77.810000,22.180000,85.400000,198.440000,184.730000,84.720000,72.200000,161.940000,27.290000,113.200000,130.950000,93.720000,656912.000000,219287.000000,16.350000,0.480000,18.480000,12.550000
2008, 彰化縣,3.680000,1.660000,738661.000000,934090.000000,760545.000000,596368.000000,164177.000000,78.410000,21.590000,58.350000,209.670000,175.060000,84.650000,69.300000,151.330000,20.280000,109.070000,162.960000,92.480000,655594.000000,206670.000000,14.430000,0.380000,26.300000,17.420000
2008, 南投縣,3.330000,1.510000,722234.000000,891574.000000,708936.000000,579178.000000,129758.000000,81.700000,18.300000,65.930000,199.960000,109.360000,82.880000,69.710000,149.300000,22.320000,107.710000,132.850000,92.080000,591863.000000,212894.000000,16.390000,0.490000,25.250000,18.160000
2008, 雲林縣,2.960000,1.380000,582876.000000,793466.000000,643980.000000,459425.000000,184556.000000,71.340000,28.660000,62.170000,148.950000,149.880000,60.640000,55.080000,137.760000,21.430000,95.820000,128.750000,91.260000,539861.000000,217561.000000,14.780000,0.520000,21.960000,16.090000
2008, 嘉義縣,2.870000,1.340000,632377.000000,787740.000000,655130.000000,522575.000000,132556.000000,79.770000,20.230000,52.870000,156.480000,140.160000,60.340000,48.720000,130.010000,19.430000,101.830000,126.710000,94.090000,558869.000000,228268.000000,15.250000,0.390000,27.400000,19.160000
2008, 屏東縣,3.140000,1.430000,683678.000000,879728.000000,701111.000000,542416.000000,158695.000000,77.370000,22.630000,58.620000,179.690000,166.660000,59.840000,60.970000,137.830000,26.440000,96.590000,162.000000,87.170000,637856.000000,223284.000000,15.140000,0.620000,23.880000,15.380000
2008, 臺東縣,2.990000,1.230000,538415.000000,728240.000000,586479.000000,425560.000000,160919.000000,72.560000,27.440000,75.600000,152.090000,117.840000,54.020000,45.140000,127.020000,14.120000,87.110000,125.410000,82.440000,482965.000000,196147.000000,13.350000,0.390000,24.620000,16.920000
2008, 花蓮縣,3.060000,1.190000,686530.000000,865054.000000,695030.000000,537914.000000,157116.000000,77.390000,22.610000,71.530000,170.310000,147.050000,63.800000,57.250000,149.290000,15.520000,94.790000,132.510000,83.490000,593138.000000,227134.000000,13.620000,0.480000,24.520000,16.690000
2008, 澎湖縣,3.000000,1.130000,674866.000000,940193.000000,732450.000000,504364.000000,228086.000000,68.860000,31.140000,87.760000,174.860000,153.640000,41.900000,60.380000,155.920000,17.820000,109.170000,139.780000,87.910000,555178.000000,244150.000000,13.950000,0.350000,24.930000,18.000000
2008, 基隆市,3.120000,1.280000,803732.000000,1020069.000000,816692.000000,643786.000000,172906.000000,78.830000,21.170000,91.320000,207.370000,179.420000,39.690000,81.920000,154.780000,14.040000,100.080000,91.260000,86.220000,704685.000000,261760.000000,10.620000,0.540000,25.900000,16.000000
2008, 新竹市,3.590000,1.520000,1181660.000000,1526907.000000,1187288.000000,906743.000000,280545.000000,76.370000,23.630000,93.420000,250.990000,264.000000,88.450000,129.920000,184.150000,33.760000,119.410000,171.040000,87.450000,981169.000000,330721.000000,13.670000,0.600000,20.670000,12.690000
2008, 嘉義市,2.990000,1.200000,720935.000000,935550.000000,741393.000000,564099.000000,177294.000000,76.090000,23.910000,85.110000,176.620000,185.950000,65.030000,68.030000,144.700000,27.540000,103.770000,145.520000,83.640000,601363.000000,247958.000000,15.310000,0.410000,24.780000,16.690000
2008, 金門縣,3.710000,1.340000,676488.000000,1111849.000000,899825.000000,520084.000000,379741.000000,57.800000,42.200000,75.270000,207.910000,225.950000,81.870000,80.120000,175.760000,32.180000,134.680000,132.310000,92.710000,781692.000000,242540.000000,18.690000,0.440000,26.130000,16.600000
2008, 連江縣,3.400000,1.560000,839229.000000,1308054.000000,1066076.000000,636677.000000,429399.000000,59.720000,40.280000,98.760000,224.870000,206.910000,50.670000,77.350000,208.100000,19.450000,107.220000,86.790000,87.930000,1003781.000000,313552.000000,11.870000,0.430000,21.790000,14.410000
2009, 總計,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2009, 臺灣地區,3.340000,1.460000,892255.000000,1128201.000000,887605.000000,705680.000000,181925.000000,79.500000,20.500000,83.910000,227.280000,201.810000,69.510000,95.110000,157.360000,22.490000,109.190000,144.930000,87.890000,769705.000000,265750.000000,13.160000,0.940000,23.740000,15.720000
2009, 新北市,3.480000,1.550000,937692.000000,1177787.000000,922690.000000,749608.000000,173082.000000,81.240000,18.760000,92.500000,253.290000,217.690000,56.310000,109.300000,156.180000,19.030000,113.750000,139.430000,87.460000,838306.000000,265141.000000,9.270000,0.990000,25.180000,16.290000
2009, 臺北市,3.220000,1.360000,1222206.000000,1620452.000000,1246310.000000,952723.000000,293588.000000,76.440000,23.560000,95.780000,249.800000,224.390000,53.360000,123.030000,155.870000,29.910000,133.880000,91.270000,81.790000,1083151.000000,387053.000000,9.610000,0.880000,21.330000,15.390000
2009, 桃園市,3.500000,1.500000,947188.000000,1178459.000000,940942.000000,742050.000000,198892.000000,78.860000,21.140000,86.710000,242.840000,216.830000,88.370000,110.970000,159.370000,21.160000,104.640000,142.700000,91.160000,810271.000000,268841.000000,14.320000,0.860000,24.260000,15.410000
2009, 臺中市,3.420000,1.460000,843277.000000,1025086.000000,814673.000000,680219.000000,134454.000000,83.500000,16.500000,80.220000,232.310000,185.270000,84.760000,92.930000,158.740000,25.840000,104.570000,161.200000,87.310000,733733.000000,238208.000000,14.910000,1.080000,24.420000,15.340000
2009, 臺南市,3.280000,1.490000,778544.000000,956303.000000,770804.000000,624398.000000,146406.000000,81.010000,18.990000,79.740000,206.210000,193.800000,72.080000,85.700000,156.590000,21.100000,101.000000,167.150000,87.580000,680762.000000,235001.000000,15.100000,0.870000,25.720000,17.520000
2009, 高雄市,3.270000,1.470000,838758.000000,1104573.000000,869558.000000,656155.000000,213404.000000,75.460000,24.540000,89.890000,225.420000,217.390000,67.470000,89.050000,160.140000,21.510000,103.110000,177.490000,87.930000,741602.000000,265920.000000,14.550000,0.920000,24.670000,15.690000
2009, 宜蘭縣,3.110000,1.250000,797722.000000,934946.000000,746261.000000,639174.000000,107087.000000,85.650000,14.350000,71.050000,207.970000,196.610000,70.290000,66.400000,171.650000,16.420000,104.180000,139.920000,90.070000,608192.000000,239955.000000,15.300000,0.800000,21.300000,14.420000
2009, 新竹縣,3.680000,1.640000,1139576.000000,1364985.000000,1011033.000000,868677.000000,142357.000000,85.920000,14.080000,85.980000,238.240000,217.390000,111.110000,113.610000,173.500000,18.160000,105.750000,131.340000,93.350000,881008.000000,274737.000000,14.770000,0.750000,21.720000,11.720000
2009, 苗栗縣,3.540000,1.460000,777905.000000,972236.000000,756823.000000,608460.000000,148362.000000,80.400000,19.600000,89.360000,224.390000,199.330000,93.430000,88.910000,183.160000,22.300000,109.990000,151.590000,90.490000,658552.000000,213792.000000,16.660000,0.680000,17.840000,12.860000
2009, 彰化縣,3.560000,1.580000,730687.000000,923620.000000,750697.000000,590455.000000,160242.000000,78.650000,21.350000,61.870000,205.480000,186.460000,76.710000,75.680000,160.020000,21.570000,107.670000,164.460000,91.100000,647440.000000,210870.000000,15.090000,0.970000,25.680000,18.230000
2009, 南投縣,3.540000,1.530000,820104.000000,1026574.000000,808713.000000,650486.000000,158227.000000,80.430000,19.570000,71.420000,214.640000,127.450000,84.110000,74.780000,165.410000,26.780000,105.790000,150.250000,93.690000,654835.000000,228450.000000,16.800000,0.990000,22.980000,16.030000
2009, 雲林縣,2.970000,1.400000,611251.000000,770043.000000,615006.000000,482076.000000,132930.000000,78.390000,21.610000,61.610000,157.990000,151.560000,62.830000,58.470000,129.760000,15.620000,100.630000,125.460000,93.360000,491653.000000,207073.000000,14.940000,0.910000,20.920000,14.890000
2009, 嘉義縣,2.890000,1.380000,633812.000000,765188.000000,629952.000000,521999.000000,107954.000000,82.860000,17.140000,53.940000,174.330000,151.400000,60.950000,51.160000,144.910000,17.490000,103.300000,130.500000,92.080000,543824.000000,217976.000000,15.540000,0.890000,27.180000,19.950000
2009, 屏東縣,3.230000,1.470000,697302.000000,916128.000000,727434.000000,547237.000000,180197.000000,75.230000,24.770000,68.200000,194.180000,184.350000,64.920000,62.920000,138.430000,24.810000,95.930000,180.140000,89.400000,630537.000000,225212.000000,15.040000,1.160000,23.000000,14.780000
2009, 臺東縣,2.940000,1.320000,621618.000000,848155.000000,667547.000000,483770.000000,183777.000000,72.470000,27.530000,67.310000,174.340000,141.810000,62.910000,54.770000,138.870000,24.110000,91.370000,137.790000,85.810000,562220.000000,227057.000000,15.550000,0.920000,22.670000,13.900000
2009, 花蓮縣,2.940000,1.130000,704449.000000,830338.000000,655696.000000,551512.000000,104183.000000,84.110000,15.890000,71.440000,181.200000,156.140000,70.010000,65.120000,157.340000,21.080000,90.490000,117.880000,84.920000,561597.000000,223026.000000,14.200000,1.060000,23.360000,15.350000
2009, 澎湖縣,2.950000,1.220000,682478.000000,891923.000000,689166.000000,519810.000000,169356.000000,75.430000,24.570000,84.950000,188.800000,173.760000,50.000000,67.490000,151.540000,21.280000,107.010000,142.570000,85.920000,533253.000000,233616.000000,12.920000,0.800000,23.550000,17.470000
2009, 基隆市,3.250000,1.350000,864592.000000,1072815.000000,863161.000000,701587.000000,161574.000000,81.280000,18.720000,89.900000,222.540000,164.840000,38.730000,85.600000,157.410000,18.970000,105.080000,103.910000,90.070000,726499.000000,265588.000000,9.890000,1.010000,25.330000,16.260000
2009, 新竹市,3.510000,1.460000,1249519.000000,1489633.000000,1133833.000000,956498.000000,177335.000000,84.360000,15.640000,94.740000,260.200000,272.220000,92.500000,141.220000,187.150000,29.720000,123.400000,160.540000,85.370000,1024342.000000,323029.000000,13.840000,1.040000,20.030000,12.730000
2009, 嘉義市,2.840000,1.170000,699494.000000,877581.000000,686637.000000,549580.000000,137057.000000,80.040000,19.960000,87.700000,188.190000,186.490000,70.670000,69.100000,137.270000,23.600000,100.050000,140.350000,82.320000,588051.000000,241774.000000,17.740000,0.820000,24.180000,16.850000
2009, 金門縣,3.290000,1.170000,661118.000000,1048597.000000,845481.000000,513017.000000,332464.000000,60.680000,39.320000,78.390000,188.610000,229.760000,78.330000,85.630000,191.520000,33.060000,121.260000,124.000000,94.380000,708180.000000,256985.000000,20.340000,0.690000,28.470000,21.680000
2009, 連江縣,3.370000,1.670000,853040.000000,1304789.000000,1061026.000000,643763.000000,417263.000000,60.670000,39.330000,100.200000,230.590000,201.520000,46.670000,102.160000,203.870000,18.870000,107.790000,92.500000,81.230000,914849.000000,314845.000000,11.860000,0.930000,21.830000,15.090000
2010, 總計,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
